Name,RA,Dec,AVM code,AVM description,Source
NGC 3670,171.2070292,23.9452278,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3671,171.4689167,60.4797361,5,Radio Galaxy,Simbad
NGC 3672,171.2603167,-9.7954000,5;5.1.1,Spiral Galaxy,Simbad
NGC 3673,171.3021250,-26.7366667,5;5.1.2,Barred Galaxy,Simbad
NGC 3674,171.6108708,57.0482889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3675,171.5357667,43.5859167,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3676,171.4061750,-11.1396111,5.3.2.4,LINER-type Active Galaxy Nucleus,Simbad
NGC 3677,171.5738833,46.9741528,5,Radio Galaxy,Simbad
NGC 3678,171.5655208,27.8671028,5;5.1.1,Spiral Galaxy,Simbad
NGC 3679,171.5358292,-5.5859750,5;5.1.1,Spiral Galaxy,Simbad
NGC 3680,171.4083000,-43.2433000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 3681,171.6241750,16.8632222,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3682,171.9216625,66.5897833,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3683,171.8828750,56.8767083,5,HII Galaxy,Simbad
NGC 3684,171.7965542,17.0303111,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3685,172.0675708,4.3272861,;5.1.4,Elliptical Galaxy,Simbad
NGC 3686,171.9330917,17.2240583,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3687,172.0023667,29.5110444,5;5.1.1,Spiral Galaxy,Simbad
NGC 3688,171.9351667,-9.1655583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3689,172.0458542,25.6610389,5;5.1.1,Spiral Galaxy,Simbad
NGC 3690,172.1305250,58.5616111,5.1.7,Interacting Galaxies,Simbad
NGC 3691,172.0392292,16.9204722,5;5.1.1,Spiral Galaxy,Simbad
NGC 3692,172.1002208,9.4077500,5;5.1.1,Spiral Galaxy,Simbad
NGC 3693,172.0484917,-13.1943111,5;5.1.1,Spiral Galaxy,Simbad
NGC 3694,172.2255708,35.4138556,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3695,172.3213500,35.5755389,5,Galaxy,Simbad
NGC 3696,172.1841708,-11.2827806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3697,172.2099167,20.7951694,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3698,172.3211917,35.5757278,5,G,NED*
NGC 3699,171.9906042,-59.9576972,4.1.3,Planetary Nebula,Simbad
NGC 3700,172.4107958,35.5147083,5;5.1.2,Barred Galaxy,Simbad
NGC 3701,172.3704208,24.0934972,5.5.3;5.1.1,Spiral Galaxy,Simbad
NGC 3702,172.5562125,-8.8628333,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3703,172.2891542,-8.4463444,5,Galaxy,Simbad
NGC 3704,172.5197000,-11.5461667,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3705,172.5310667,9.2766306,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3706,172.4351042,-36.3912611,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 3707,172.5483250,-11.5433889,5,Galaxy,Simbad
NGC 3708,172.6636458,-3.2225917,0,Lost object of unknown nature,DSObrowser
NGC 3709,172.6636250,-3.2559250,0,Lost object of unknown nature,DSObrowser
NGC 3710,172.7789292,22.7679472,5.5.3;5.1.4,Elliptical Galaxy,Simbad
NGC 3711,172.3563083,-11.0790250,5,Galaxy,Simbad
NGC 3712,172.7887500,28.5666694,5.1.7,Interacting Galaxies,Simbad
NGC 3713,172.9251417,28.1535333,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3714,172.9733417,28.3585417,5;5.1.1,Spiral Galaxy,Simbad
NGC 3715,172.8847208,-14.2313167,5;5.1.2,Barred Galaxy,Simbad
NGC 3716,172.9214000,3.4880222,5;5.1.2,Barred Galaxy,Simbad
NGC 3717,172.8833000,-30.3077389,5;5.1.1,Spiral Galaxy,Simbad
NGC 3718,173.1455833,53.0678278,5.3.2.4,LINER-type Active Galaxy Nucleus,Simbad
NGC 3719,173.0561083,0.8193139,5,Radio Galaxy,Simbad
NGC 3720,173.0899958,0.8040389,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 3721,173.5701583,-9.5759889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3722,173.6194625,-9.6601583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3723,173.1272417,-9.9694139,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3724,173.5972000,-9.6798806,5.3.2.2,Seyfert 2 Galaxy,Simbad
NGC 3725,173.4188833,61.8879389,5;5.1.2,Barred Galaxy,Simbad
NGC 3726,173.3382250,47.0290917,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3727,173.4205333,-13.8787750,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3728,173.3158583,24.4470528,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3729,173.4555042,53.1254972,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3730,173.6563708,-9.6465472,5,Galaxy,Simbad
NGC 3731,173.5485833,12.5121306,5.5.3;5.1.4,Elliptical Galaxy,Simbad
NGC 3732,173.5580583,-9.8456917,5;5.1.1,Spiral Galaxy,Simbad
NGC 3733,173.7565917,54.8505222,5,Galaxy,Simbad
NGC 3734,173.6694958,-14.0818278,5,Emission-line galaxy,Simbad
NGC 3735,173.9888625,70.5355917,5.3.2.2;5.1.1,Spiral Galaxy,Simbad
NGC 3736,173.9243458,73.4517222,5,Galaxy,Simbad
NGC 3737,173.9017333,54.9485333,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3738,173.9462500,54.5255611,5.3.2,Active Galaxy Nucleus,Simbad
NGC 3739,173.9067375,25.0886028,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3740,174.0514083,59.9764278,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3741,174.0253333,45.2855278,5;5.1.6,Irregular Galaxy,Simbad
NGC 3742,173.8855125,-37.9563639,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3743,173.9888292,21.7227028,5;5.1.4,Elliptical Galaxy,Simbad
NGC 3744,173.9912417,23.0115917,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 3745,174.4351500,22.0213917,5.5.3;5.1.2,Barred Galaxy,Simbad
NGC 3746,174.4318708,22.0097222,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3747,173.1294250,74.3783833,5,G,NED*
NGC 3748,174.4543292,22.0261194,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3749,173.9716792,-37.9973306,5;5.1.1,Spiral Galaxy,Simbad
NGC 3750,174.4651250,21.9741667,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3751,174.4744250,21.9364000,5.5.3;5.1.4,Elliptical Galaxy,Simbad
NGC 3752,173.1341542,74.6275556,5;5.1.1,Spiral Galaxy,Simbad
NGC 3753,174.4741208,21.9811222,5.3.2;5.1.1,Spiral Galaxy,Simbad
NGC 3754,174.4798083,21.9845583,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3755,174.1390083,36.4103000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3756,174.1998917,54.2936806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3757,174.2617667,58.4156500,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3758,174.1206667,21.5962222,5.3.2.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3759,174.2253583,54.8231389,5,Radio Galaxy,Simbad
NGC 3760,159.2334583,21.8821667,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3761,174.1838375,22.9919278,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3762,174.3489083,61.7593694,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3763,174.1257500,-9.8466889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3764,174.2276292,17.8885917,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3765,174.2674083,24.0963111,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 3766,174.0750000,-61.6150000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 3767,174.3146958,16.8772611,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3768,174.3101792,17.8400389,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3769,174.4337750,47.8930917,5.1.7,Interacting Galaxies,Simbad
NGC 3770,174.4947375,59.6169972,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3771,174.7749958,-9.3481972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3772,174.4517208,22.6922306,5.5.3;5.1.2,Barred Galaxy,Simbad
NGC 3773,174.5540292,12.1119194,5,HII Galaxy,Simbad
NGC 3774,174.6261000,-8.9760556,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3775,174.6112375,-10.6388361,5,Galaxy,Simbad
NGC 3776,174.5750875,-3.3545000,5,Galaxy,Simbad
NGC 3777,174.0285208,-12.5690917,5,Galaxy,Simbad
NGC 3778,174.5892167,-50.7153278,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3779,174.7131250,-10.5838889,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3780,174.8432167,56.2707250,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3781,174.7657458,26.3616500,5;5.1.3,Lenticular Galaxy,Simbad
NGC 3782,174.8361667,46.5133889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3783,174.7571708,-37.7385000,5.3.2.2;5.1.2,Barred Galaxy,Simbad
NGC 3784,174.8742375,26.3091694,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3785,174.8872542,26.3022222,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3786,174.9269708,31.9093639,5.3.2.2,Seyfert 1 Galaxy,Simbad
NGC 3787,174.9082625,20.4546972,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3788,174.9358208,31.9313056,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 3789,174.9012500,-9.6300000,5.3.2,Active Galaxy Nucleus,Simbad
NGC 3790,174.9467625,17.7121750,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3791,174.9243167,-9.3674611,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3792,174.9105500,5.0995111,3.6.3,,NED*
NGC 3793,175,31.8830,3,Star,DSObrowser
NGC 3794,175.2260750,56.2022472,5,Low Surface Brightness Galaxy,Simbad
NGC 3795,175.0285042,58.6131583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3796,175.1297750,60.2989583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3797,175.0554500,31.9065528,3,*,NED*
NGC 3798,175.0580750,24.6970389,5.3.2.2;5.1.2,Barred Galaxy,Simbad
NGC 3799,175.0390333,15.3273611,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 3800,175.0563208,15.3423583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3801,175.0704042,17.7279111,5;5.1.3,Lenticular Galaxy,Simbad
NGC 3802,175.0794542,17.7656833,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3803,175.0718833,17.8012444,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 3804,175.2260750,56.2022472,5,Low Surface Brightness Galaxy,Simbad
NGC 3805,175.1736167,20.3430278,5;5.1.4,Elliptical Galaxy,Simbad
NGC 3806,175.1942458,17.7963444,5;5.1.2,Barred Galaxy,Simbad
NGC 3807,175.1942458,17.7963444,5;5.1.2,Barred Galaxy,Simbad
NGC 3808,175.1831667,22.4303056,5.1.7;5.1.1,Spiral Galaxy,Simbad
NGC 3809,175.3169292,59.8857806,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3810,175.2447375,11.4711306,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3811,175.3193958,47.6907278,5;5.1.2,Barred Galaxy,Simbad
NGC 3812,175.2820125,24.8216833,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3813,175.3277292,36.5467000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3814,175.3652917,24.8053889,5.5.3;5.1.3,Lenticular Galaxy,Simbad
NGC 3815,175.4137875,24.8005278,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 3816,175.4501792,20.1035528,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 3817,175.4706875,10.3044583,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3818,175.4889833,-6.1556611,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3819,175.5244000,10.3513333,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 3820,175.5204458,10.3841083,5.5.3;5.1.1,Spiral Galaxy,Simbad
NGC 3821,175.5377958,20.3157750,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 3822,175.5461583,10.2777250,5.3.2.2,Seyfert 1 Galaxy,Simbad
NGC 3823,175.5628792,-13.8670361,5;5.1.2,Barred Galaxy,Simbad
NGC 3824,175.6867208,52.7794389,5,Radio Galaxy,Simbad
NGC 3825,175.5989375,10.2641111,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3826,175.6368875,26.4888611,5;5.1.4,Elliptical Galaxy,Simbad
NGC 3827,175.6510917,18.8455778,5;5.1.1,Spiral Galaxy,Simbad
NGC 3828,175.7435625,16.4875472,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 3829,175.8635417,52.7111333,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 3830,175.7993750,26.5588972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 3831,175.8275000,-12.8783167,5.3.2.2;5.1.2,Barred Galaxy,Simbad
