P_NAME,P_RADIUS,P_RADIUS_EST,P_DETECTION,P_YEAR,P_SEMI_MAJOR_AXIS,P_PERIOD,P_MASS,P_DENSITY,P_HABZONE_CON
HD 114386 b,,13.687489,Radial Velocity,2003,1.7300000,937.70001,362.32392,,0
HD 114613 b,,13.115594,Radial Velocity,2014,5.3400000,4000.0000,113.46460,,0
HD 114729 b,,13.714527,Radial Velocity,2002,2.1000000,1114.0000,346.43252,,1
HD 114762 b,,12.403738,Radial Velocity,1989,0.36000000,83.915100,3397.5814,,0
HD 114783 b,,13.709017,Radial Velocity,2001,1.1600000,493.70000,349.61080,,0
HD 114783 c,,14.068305,Radial Velocity,2018,,4319.0000,194.19291,,0
HD 11506 b,,12.844995,Radial Velocity,2007,2.9000000,1622.1000,1535.1093,,0
HD 11506 c,,14.188786,Radial Velocity,2008,0.77400000,223.41000,129.67383,,0
HD 116029 b,,13.564318,Radial Velocity,2011,1.6500000,670.00000,444.95920,,0
HD 116029 c,,13.622607,Radial Velocity,2018,,907.00000,403.64156,,0
HD 117207 b,,13.438586,Radial Velocity,2004,3.7400000,2597.0000,549.84245,,0
HD 11755 b,,12.758665,Radial Velocity,2015,1.0900000,433.70001,1789.3717,,0
HD 117618 b,,8.5891438,Radial Velocity,2004,0.18000000,25.800000,55.302073,,0
HD 118203 b,,13.158943,Radial Velocity,2005,0.070000000,6.1335000,886.74013,,0
HD 119130 b,2.6343500,2.6343500,Transit,2019,0.13000000,16.984100,24.501361,1.3402005,0
HD 11964 b,,14.057264,Radial Velocity,2005,3.1600000,1945.0000,197.68902,,0
HD 11964 c,,5.3866696,Radial Velocity,2008,0.22900000,37.910000,25.044847,,0
HD 11977 b,,12.674831,Radial Velocity,2005,1.9300000,711.00000,2078.5951,,0
HD 120084 b,,12.885055,Radial Velocity,2013,4.3000000,2082.0000,1430.2260,,0
HD 121504 b,,13.519250,Radial Velocity,2003,0.33000000,63.330000,479.92028,,0
HD 12484 b,,13.120853,Radial Velocity,2016,0.29700000,58.830000,947.12745,,0
HD 125595 b,,2.4020004,Radial Velocity,2009,0.080000000,9.6737000,6.3565601,,0
HD 125612 b,,13.098082,Radial Velocity,2007,1.3720000,557.04000,985.26681,,1
HD 125612 c,,4.3585296,Radial Velocity,2009,0.052400000,4.1551400,17.480540,,0
HD 125612 d,,12.615191,Radial Velocity,2009,4.0600000,2835.0000,2313.7879,,0
HD 12648 b,,13.364981,Radial Velocity,2015,0.54000000,133.60001,622.94289,,0
HD 12661 b,,13.239175,Radial Velocity,2000,0.84000000,262.70862,772.32205,,0
HD 12661 c,,13.411231,Radial Velocity,2002,2.8145000,1708.0000,575.90434,,0
HD 126614 b,,14.229711,Radial Velocity,2009,2.3700000,1244.0000,130.30948,,0
HD 128311 b,,13.425410,Radial Velocity,2002,1.0840000,453.01900,562.23774,,0
HD 128311 c,,12.982924,Radial Velocity,2005,1.7400000,921.53800,1204.2503,,0
HD 128356 b,,13.837399,Radial Velocity,2016,0.87000000,298.20000,282.86692,,1
HD 129445 b,,13.484857,Radial Velocity,2009,2.9000000,1840.0000,508.52480,,0
HD 130322 b,,13.682230,Radial Velocity,1999,0.092500000,10.708710,365.50220,,0
HD 131496 b,,13.415153,Radial Velocity,2011,2.0100000,896.00000,572.09041,,0
HD 131664 b,,12.090441,Radial Velocity,2008,3.1700000,1951.0000,6076.8714,,0
HD 13167 b,,13.060361,Radial Velocity,2018,4.1000000,2613.0000,1052.0107,,0
HD 13189 b,,12.390630,Radial Velocity,2005,1.2500000,471.60001,3480.2166,,0
HD 132406 b,,12.784189,Radial Velocity,2007,1.9800000,974.00000,1709.9147,,1
HD 132563 b,,13.527184,Radial Velocity,2011,2.6200000,1544.0000,473.56372,,0
HD 133131 A b,,13.555855,Radial Velocity,2016,1.4400000,649.00000,451.31576,,1
HD 133131 A c,,14.302258,Radial Velocity,2016,4.4900000,3568.0000,133.48776,,0
HD 133131 B b,,13.222642,Radial Velocity,2016,6.1500000,5769.0000,794.57001,,0
HD 134060 b,,3.1564286,Radial Velocity,2019,0.044400000,3.2696000,10.106930,,0
HD 134060 c,,5.9087129,Radial Velocity,2019,2.3928000,1291.5646,29.303742,,0
HD 134987 b,,13.481160,Radial Velocity,1999,0.81000000,258.17999,511.70308,,0
HD 134987 c,,13.887363,Radial Velocity,2009,5.8000000,5000.0000,260.61896,,0
HD 136352 b,,2.0355597,Radial Velocity,2019,0.093400000,11.582400,4.7992028,,0
HD 136352 c,,3.2832766,Radial Velocity,2019,0.16660000,27.582100,10.806152,,0
HD 136352 d,,2.8664188,Radial Velocity,2019,0.41280000,107.59830,8.5813561,,0
HD 136418 b,,13.313413,Radial Velocity,2009,1.2900000,464.29999,680.15193,,0
HD 13724 b,,11.912724,Radial Velocity,2019,12.400000,14763.405,8508.2556,,0
HD 137388 b,,9.3233728,Radial Velocity,2011,0.89000000,330.00000,63.565601,,1
HD 13908 b,,13.854756,Radial Velocity,2013,0.15400000,19.382000,274.92122,,0
HD 13908 c,,12.810983,Radial Velocity,2013,2.0300000,931.00000,1630.4577,,1
HD 13931 b,,13.297224,Radial Velocity,2009,5.1500000,4218.0000,699.22161,,0
HD 139357 b,,12.453511,Radial Velocity,2008,2.3600000,1125.7000,3102.0013,,0
HD 1397 b,11.501460,11.501460,Transit,2018,0.10970000,11.535330,131.89862,0.086692461,0
HD 14067 b,,12.576953,Radial Velocity,2014,3.4000000,1455.0000,2479.0584,,0
HD 141399 b,,14.257515,Radial Velocity,2014,0.41500000,94.440000,143.34043,,0
HD 141399 c,,13.594966,Radial Velocity,2014,0.68900000,201.99000,422.71124,,0
HD 141399 d,,13.666736,Radial Velocity,2014,2.0900000,1069.8000,375.03704,,0
HD 141399 e,,14.020635,Radial Velocity,2014,5.0000000,5000.0000,209.76648,,0
HD 141937 b,,12.457456,Radial Velocity,2002,1.5000000,653.21997,3079.7533,,1
HD 142 b,,13.632125,Radial Velocity,2001,1.0200000,349.70000,397.28500,,0
HD 142 c,,12.792619,Radial Velocity,2012,6.8000000,6005.0000,1684.4884,,0
HD 142022 A b,,12.892667,Radial Velocity,2005,2.9300000,1928.0000,1411.1563,,0
HD 142245 b,,13.103687,Radial Velocity,2011,2.7800000,1299.0000,975.73197,,0
HD 142415 b,,13.459474,Radial Velocity,2003,1.0600000,386.29999,530.77276,,1
HD 143105 b,,13.651647,Radial Velocity,2016,0.037900000,2.1974000,384.57188,,0
HD 143361 b,,13.031611,Radial Velocity,2008,1.9800000,1046.2000,1106.0415,,0
HD 145377 b,,12.721120,Radial Velocity,2008,0.45000000,103.95000,1913.3246,,0
HD 145457 b,,13.289303,Radial Velocity,2010,0.76000000,176.30000,708.75645,,0
HD 145934 b,,13.276343,Radial Velocity,2015,4.6000000,2730.0000,724.64785,,0
HD 1461 b,,2.4203436,Radial Velocity,2010,0.063400000,5.7715200,6.4391953,,0
HD 1461 c,,2.2270398,Radial Velocity,2015,0.11170000,13.505200,5.5905946,,0
HD 147018 b,,13.318914,Radial Velocity,2009,0.23880000,44.236000,673.79537,,0
HD 147018 c,,12.673128,Radial Velocity,2009,1.9220000,1008.0000,2084.9517,,0
HD 147379 b,,5.8187752,Radial Velocity,2017,0.32300000,86.780000,28.550490,,0
HD 147513 b,,13.651647,Radial Velocity,2003,1.3200000,528.40000,384.57188,,1
HD 14787 b,,13.697615,Radial Velocity,2018,1.7000000,676.60000,356.28519,,0
HD 147873 b,,12.809885,Radial Velocity,2016,0.52200000,116.59600,1633.6359,,0
HD 147873 c,,13.271242,Radial Velocity,2016,1.3600000,491.54000,731.00441,,0
HD 148156 b,,13.865424,Radial Velocity,2009,2.4500000,1027.0000,270.15380,,0
HD 148164 b,,13.641803,Radial Velocity,2018,0.99300000,328.55000,390.92844,,0
HD 148164 c,,12.807696,Radial Velocity,2018,6.1500000,5062.0000,1639.9925,,0
HD 148284 b,,11.792663,Radial Velocity,2018,0.97400000,339.33100,10710.804,,0
HD 148427 b,,13.608620,Radial Velocity,2009,1.0400000,331.50000,413.17640,,0
HD 149026 b,8.2954000,8.2954000,Radial Velocity,2005,,2.8758900,120.77464,0.21157471,0
HD 149143 b,,13.594966,Radial Velocity,2005,0.053000000,4.0718200,422.71124,,0
HD 1502 b,,13.167307,Radial Velocity,2011,1.2620000,428.50000,874.02701,,0
HD 150706 b,,13.175798,Radial Velocity,2012,6.7000000,5894.0000,861.31389,,0
HD 152079 b,,13.302568,Radial Velocity,2009,3.9800000,2899.0000,692.86505,,0
HD 152581 b,,13.392966,Radial Velocity,2011,1.6600000,686.50000,594.02054,,0
HD 15337 b,1.6366600,1.6366600,Transit,2019,0.052200000,4.7561500,7.5102757,1.7130911,0
HD 15337 c,2.3877300,2.3877300,Transit,2019,0.12680000,17.178400,8.1109706,0.59582288,0
HD 153950 b,,13.126696,Radial Velocity,2008,1.2800000,499.39999,937.59261,,1
HD 154345 b,,13.887363,Radial Velocity,2006,4.2100000,3341.5588,260.61896,,0
HD 154672 b,,12.785235,Radial Velocity,2008,0.60000000,163.94000,1706.7364,,0
HD 154857 b,,13.234401,Radial Velocity,2004,1.2900000,408.60001,778.67861,,0
HD 154857 c,,13.204329,Radial Velocity,2014,5.3600000,3452.0000,819.99625,,0
HD 155233 b,,13.199843,Radial Velocity,2015,2.0000000,818.80000,826.35281,,0
HD 155358 b,,13.772717,Radial Velocity,2007,0.63000000,194.30000,314.64972,,0
HD 155358 c,,13.887363,Radial Velocity,2007,1.0200000,391.90000,260.61896,,0
HD 156279 b,,12.446816,Radial Velocity,2011,0.49000000,131.05000,3140.1407,,0
HD 156279 c,,12.523037,Radial Velocity,2018,,4191.0000,2733.3208,,0
HD 156411 b,,13.950232,Radial Velocity,2009,1.8800000,842.20000,235.19272,,0
HD 156668 b,,1.8637130,Radial Velocity,2010,0.050000000,4.6455000,4.1317640,,0
HD 156846 b,,12.404760,Radial Velocity,2007,1.1200000,359.51001,3391.2248,,0
HD 158038 b,,13.511426,Radial Velocity,2011,1.5000000,521.00000,486.27684,,0
HD 158996 b,,12.257389,Radial Velocity,2018,2.1000000,820.20000,4449.5920,,0
HD 159243 b,,13.692797,Radial Velocity,2013,0.11000000,12.620000,359.14564,,0
HD 159243 c,,13.383276,Radial Velocity,2013,0.80000000,248.40000,603.87321,,0
HD 159868 b,,13.292458,Radial Velocity,2006,2.3200000,1184.1000,704.94251,,1
HD 159868 c,,13.927453,Radial Velocity,2012,1.0320000,351.00000,244.09191,,0
HD 1605 b,,13.808049,Radial Velocity,2015,1.4920000,577.20000,296.85135,,0
HD 1605 c,,13.009015,Radial Velocity,2015,3.5840000,2149.0000,1150.5374,,1
HD 160691 b,,13.457350,Radial Velocity,2000,1.4970000,643.25000,532.67973,,0
HD 160691 c,,13.410580,Radial Velocity,2004,5.2350000,4205.8000,576.54000,,0
HD 160691 d,,3.2381260,Radial Velocity,2004,0.090940000,9.6386000,10.555068,,0
HD 160691 e,,14.166213,Radial Velocity,2006,0.92100000,310.55000,165.87443,,0
HD 16141 b,,10.881423,Radial Velocity,2000,0.36000000,75.523000,82.635281,,0
HD 16175 b,,12.814289,Radial Velocity,2009,2.1200000,990.00000,1620.9228,,1
HD 162020 b,,12.449039,Radial Velocity,2002,0.080000000,8.4282000,3127.4275,,0
HD 163607 b,,13.915135,Radial Velocity,2010,0.36200000,75.220300,249.05002,,0
HD 163607 c,,13.296959,Radial Velocity,2010,2.3900000,1272.0000,699.53943,,1
HD 16417 b,,5.0068345,Radial Velocity,2008,0.14000000,17.240000,22.120829,,0
HD 164509 b,,14.268747,Radial Velocity,2010,0.87000000,280.17000,140.79781,,0
HD 164595 b,,4.1583343,Radial Velocity,2015,0.23000000,40.000000,16.139306,,0
HD 164604 b,,13.353717,Radial Velocity,2009,1.3310000,641.47200,634.99492,,0
HD 164922 b,,12.069198,Radial Velocity,2005,2.1000000,1155.0000,98.526681,,0
HD 164922 c,,3.6443930,Radial Velocity,2016,0.33510000,75.765000,12.900639,,0
HD 165155 b,,13.138570,Radial Velocity,2016,1.1300000,434.50000,918.52293,,1
HD 1666 b,,12.684295,Radial Velocity,2015,0.94000000,270.00000,2043.6341,,0
HD 166724 b,,13.023434,Radial Velocity,2012,5.4200000,5144.0000,1121.9329,,0
HD 167042 b,,13.448934,Radial Velocity,2007,1.3200000,420.77000,540.30760,,0
HD 168443 b,,12.587052,Radial Velocity,1998,0.29310000,58.112470,2434.2447,,0
HD 168443 c,,12.147086,Radial Velocity,2000,2.8373000,1749.8300,5464.4169,,0
HD 168746 b,,11.126015,Radial Velocity,2002,0.070000000,6.4040000,85.813561,,0
HD 1690 b,,12.511002,Radial Velocity,2010,1.3600000,533.00000,2793.7081,,0
HD 169830 b,,13.140574,Radial Velocity,2000,0.81000000,225.62000,915.34465,,0
HD 169830 c,,12.946334,Radial Velocity,2003,3.6000000,2102.0000,1284.0251,,0
HD 170469 b,,14.020635,Radial Velocity,2007,2.2400000,1145.0000,209.76648,,0
HD 17092 b,,12.433139,Radial Velocity,2007,1.3100000,359.89999,3219.5977,,0
HD 171028 b,,13.195394,Radial Velocity,2007,1.3200000,550.00000,832.70937,,0
HD 171238 b,,13.173663,Radial Velocity,2009,2.5700000,1532.0000,864.49217,,0
HD 17156 b,12.331000,12.331000,Radial Velocity,2007,,21.216630,1115.5763,0.59498275,0
HD 173416 b,,13.177942,Radial Velocity,2008,1.1600000,323.60000,858.13561,,0
HD 175167 b,,12.499848,Radial Velocity,2009,2.4000000,1290.0000,2850.9172,,1
HD 175541 b,,14.081624,Radial Velocity,2007,0.97500000,298.43000,190.06115,,0
HD 175607 b,,2.9438539,Radial Velocity,2015,,29.010000,8.9786411,,0
HD 17674 b,,13.851243,Radial Velocity,2017,1.4200000,623.80000,276.51036,,1
HD 176986 b,,2.2618988,Radial Velocity,2017,0.062960000,6.4898000,5.7399737,,0
HD 176986 c,,2.9823468,Radial Velocity,2017,0.11878000,16.819100,9.1788727,,0
HD 177565 b,,3.9984601,Radial Velocity,2017,0.24600000,44.505000,15.100008,,0
HD 177830 b,,13.452425,Radial Velocity,1999,1.1400000,410.10001,537.12932,,0
HD 177830 c,,7.8701701,Radial Velocity,2010,0.51370000,110.90000,47.674200,,0
HD 178911 B b,,12.560882,Radial Velocity,2001,0.34000000,71.484000,2552.1589,,0
HD 179079 b,,5.4747472,Radial Velocity,2008,0.12140000,14.479000,25.744068,,0
HD 179949 b,,13.819878,Radial Velocity,2000,0.044300000,3.0925140,291.13045,,0
HD 180053 b,,13.298822,Radial Velocity,2018,0.84300000,213.72000,697.31464,,0
HD 18015 b,,13.083405,Radial Velocity,2018,3.8700000,2278.0000,1010.6930,,1
HD 180314 b,,12.063087,Radial Velocity,2010,1.4600000,396.03000,6397.8777,,0
HD 180617 b,,3.5267191,Radial Velocity,2018,0.33570000,105.90000,12.201417,,1
HD 180902 b,,13.454179,Radial Velocity,2009,1.4000000,510.90000,535.54018,,0
HD 181234 b,,12.537983,Radial Velocity,2019,7.5200000,7462.0575,2660.2204,,0
HD 181342 b,,13.213410,Radial Velocity,2009,1.5920000,564.10000,807.28313,,0
HD 181433 b,,2.4020004,Radial Velocity,2008,0.080000000,9.3743000,6.3565601,,0
HD 181433 c,,14.039631,Radial Velocity,2008,1.7600000,962.00000,203.40992,,0
HD 181433 d,,14.144978,Radial Velocity,2008,3.0000000,2172.0000,171.62712,,0
HD 181720 b,,14.024252,Radial Velocity,2009,1.8500000,956.00000,127.13120,,1
HD 183263 b,,12.959174,Radial Velocity,2004,1.4900000,626.51599,1255.4206,,1
HD 183263 c,,13.016979,Radial Velocity,2008,4.3500000,3070.0000,1134.6460,,0
HD 185269 b,,13.760603,Radial Velocity,2006,0.077000000,6.8377600,321.00628,,0
HD 187085 b,,13.941995,Radial Velocity,2006,2.0500000,986.00000,238.37100,,0
HD 187123 b,,14.164901,Radial Velocity,1998,0.042600000,3.0965828,166.22405,,0
HD 187123 c,,13.356050,Radial Velocity,2008,4.8900000,3810.0000,632.47773,,0
HD 18742 b,,13.044953,Radial Velocity,2011,1.8200000,766.00000,1080.6152,,0
HD 188015 b,,13.523204,Radial Velocity,2004,1.2030000,461.20000,476.74200,,1
HD 189733 b,12.667300,12.667300,Radial Velocity,2005,,2.2185757,359.14564,0.17669263,0
HD 190360 b,,13.507553,Radial Velocity,2003,3.9700000,2915.0369,489.45512,,0
HD 190360 c,,4.5877261,Radial Velocity,2005,0.13040000,17.111000,19.069680,,0
HD 190647 b,,13.371014,Radial Velocity,2007,2.0700000,1038.1000,616.58633,,1
HD 190984 b,,13.098082,Radial Velocity,2009,5.5000000,4885.0000,985.26681,,0
HD 191806 b,,12.528188,Radial Velocity,2016,2.8000000,1606.3000,2707.8946,,0
HD 192263 b,,14.122361,Radial Velocity,1999,0.15000000,24.355600,177.98368,,0
HD 192310 b,,4.2739391,Radial Velocity,2011,0.32000000,74.720000,16.908450,,0
HD 192310 c,,5.2730951,Radial Velocity,2011,1.1800000,525.80000,24.154928,,0
HD 192699 b,,13.325588,Radial Velocity,2007,1.0630000,340.94000,666.16749,,0
HD 195019 b,,12.954861,Radial Velocity,1998,0.14000000,18.201320,1264.9555,,0
HD 196050 b,,13.083405,Radial Velocity,2002,2.5100000,1378.0000,1010.6930,,0
HD 196067 b,,12.644982,Radial Velocity,2012,5.0200000,3638.0000,2193.0132,,0
